"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G06007300171112","060730171112","1","1"
"G06007300171121","060730171121","3","2"
"G06007300171131","060730171131","5","3"
"G06007300171132","060730171132","2","1"
"G06007300172011","060730172011","1","1"
"G06007300172012","060730172012","1","1"
"G06007300172021","060730172021","1","1"
"G06007300172022","060730172022","1","1"
"G06007300173031","060730173031","1","1"
"G06007300173032","060730173032","1","1"
"G06007300173033","060730173033","1","1"
"G06007300173051","060730173051","2","1"
"G06007300173052","060730173052","2","1"
"G06007300173053","060730173053","3","2"
"G06007300173061","060730173061","2","1"
"G06007300173062","060730173062","1","1"
"G06007300173071","060730173071","2","1"
"G06007300173072","060730173072","1","1"
"G06007300173081","060730173081","2","1"
"G06007300173082","060730173082","4","2"
"G06007300174031","060730174031","6","3"
"G06007300174032","060730174032","2","1"
"G06007300174033","060730174033","3","2"
"G06007300174034","060730174034","4","2"
"G06007300174051","060730174051","6","3"
"G06007300174052","060730174052","10","4"
"G06007300174053","060730174053","7","3"
"G06007300174061","060730174061","1","1"
"G06007300174062","060730174062","2","1"
"G06007300174063","060730174063","2","1"
"G06007300174071","060730174071","1","1"
"G06007300174072","060730174072","1","1"
"G06007300174081","060730174081","2","1"
"G06007300174082","060730174082","1","1"
"G06007300175011","060730175011","2","1"
"G06007300175012","060730175012","1","1"
"G06007300175013","060730175013","2","1"
"G06007300175021","060730175021","3","2"
"G06007300175022","060730175022","4","2"
"G06007300175023","060730175023","6","3"
"G06007300176011","060730176011","2","1"
"G06007300176012","060730176012","2","1"
"G06007300176013","060730176013","QDI","QDI"
"G06007300176014","060730176014","2","1"
"G06007300176031","060730176031","1","1"
"G06007300176032","060730176032","4","2"
"G06007300176051","060730176051","1","1"
"G06007300176052","060730176052","1","1"
"G06007300176061","060730176061","8","4"
"G06007300176062","060730176062","8","4"
"G06007300177011","060730177011","2","1"
"G06007300177012","060730177012","2","1"
"G06007300177013","060730177013","2","1"
"G06007300177014","060730177014","2","1"
"G06007300177015","060730177015","2","1"
"G06007300177021","060730177021","4","2"
"G06007300177022","060730177022","2","1"
"G06007300177023","060730177023","2","1"
"G06007300178011","060730178011","4","2"
"G06007300178012","060730178012","6","3"
"G06007300178013","060730178013","5","3"
"G06007300178014","060730178014","12","5"
"G06007300178081","060730178081","4","2"
"G06007300178082","060730178082","2","1"
"G06007300178083","060730178083","4","2"
"G06007300178084","060730178084","5","3"
"G06007300178091","060730178091","5","3"
"G06007300178101","060730178101","5","3"
"G06007300178102","060730178102","4","2"
"G06007300178103","060730178103","5","3"
"G06007300178111","060730178111","12","5"
"G06007300178112","060730178112","9","4"
"G06007300178113","060730178113","7","3"
"G06007300178114","060730178114","4","2"
"G06007300178115","060730178115","3","2"
"G06007300178131","060730178131","5","3"
"G06007300178132","060730178132","3","2"
"G06007300178133","060730178133","3","2"
"G06007300179011","060730179011","8","4"
"G06007300179012","060730179012","8","4"
"G06007300179013","060730179013","9","4"
"G06007300179021","060730179021","5","3"
"G06007300179022","060730179022","7","3"
"G06007300180001","060730180001","2","1"
"G06007300180002","060730180002","3","2"
"G06007300180003","060730180003","6","3"
"G06007300180004","060730180004","2","1"
"G06007300181011","060730181011","35","9"
"G06007300181012","060730181012","11","5"
"G06007300181013","060730181013","8","4"
"G06007300181021","060730181021","5","3"
"G06007300181022","060730181022","5","3"
"G06007300181023","060730181023","5","3"
"G06007300182011","060730182011","9","4"
"G06007300182012","060730182012","6","3"
"G06007300182021","060730182021","18","6"
"G06007300182022","060730182022","6","3"
"G06007300182023","060730182023","5","3"
"G06007300183011","060730183011","6","3"
"G06007300183012","060730183012","6","3"
"G06007300183021","060730183021","10","4"
"G06007300183022","060730183022","8","4"
"G06007300184001","060730184001","11","5"
"G06007300184002","060730184002","12","5"
"G06007300184003","060730184003","12","5"
"G06007300185041","060730185041","7","3"
"G06007300185042","060730185042","8","4"
"G06007300185043","060730185043","5","3"
"G06007300185044","060730185044","16","6"
"G06007300185045","060730185045","9","4"
"G06007300185091","060730185091","17","6"
"G06007300185092","060730185092","12","5"
"G06007300185093","060730185093","19","7"
"G06007300185094","060730185094","20","7"
"G06007300185101","060730185101","14","6"
"G06007300185102","060730185102","17","6"
"G06007300185111","060730185111","12","5"
"G06007300185112","060730185112","19","7"
"G06007300185113","060730185113","9","4"
"G06007300185114","060730185114","18","6"
"G06007300185121","060730185121","35","9"
"G06007300185122","060730185122","35","9"
"G06007300185123","060730185123","35","9"
"G06007300185151","060730185151","7","3"
"G06007300185152","060730185152","10","4"
"G06007300185153","060730185153","9","4"
"G06007300185161","060730185161","14","6"
"G06007300185162","060730185162","16","6"
"G06007300185171","060730185171","15","6"
"G06007300185172","060730185172","32","8"
"G06007300185173","060730185173","29","8"
"G06007300185181","060730185181","18","6"
"G06007300185182","060730185182","15","6"
"G06007300185191","060730185191","18","6"
"G06007300185192","060730185192","21","7"
"G06007300185193","060730185193","19","7"
"G06007300185194","060730185194","19","7"
"G06007300185201","060730185201","24","7"
"G06007300185202","060730185202","22","7"
"G06007300185203","060730185203","27","8"
"G06007300185211","060730185211","16","6"
"G06007300185212","060730185212","12","5"
"G06007300185221","060730185221","8","4"
"G06007300185222","060730185222","10","4"
"G06007300185223","060730185223","11","5"
"G06007300185231","060730185231","15","6"
"G06007300185232","060730185232","11","5"
"G06007300185233","060730185233","20","7"
"G06007300185241","060730185241","14","6"
"G06007300185242","060730185242","17","6"
"G06007300185251","060730185251","8","4"
"G06007300185252","060730185252","8","4"
"G06007300186011","060730186011","12","5"
"G06007300186012","060730186012","10","4"
"G06007300186013","060730186013","8","4"
"G06007300186081","060730186081","11","5"
"G06007300186082","060730186082","13","5"
"G06007300186091","060730186091","10","4"
"G06007300186092","060730186092","61","10"
"G06007300186093","060730186093","29","8"
"G06007300186121","060730186121","10","4"
"G06007300186122","060730186122","17","6"
"G06007300186131","060730186131","14","6"
"G06007300186132","060730186132","24","7"
"G06007300186133","060730186133","23","7"
"G06007300186151","060730186151","32","8"
"G06007300186152","060730186152","27","8"
"G06007300186153","060730186153","25","8"
"G06007300186161","060730186161","33","9"
"G06007300186162","060730186162","31","8"
"G06007300186163","060730186163","27","8"
"G06007300186171","060730186171","11","5"
"G06007300186172","060730186172","21","7"
"G06007300186181","060730186181","30","8"
"G06007300186182","060730186182","25","8"
"G06007300186183","060730186183","21","7"
"G06007300186191","060730186191","7","3"
"G06007300186192","060730186192","7","3"
"G06007300186193","060730186193","7","3"
"G06007300186194","060730186194","7","3"
"G06007300186201","060730186201","21","7"
"G06007300186202","060730186202","26","8"
"G06007300186211","060730186211","23","7"
"G06007300186221","060730186221","51","10"
"G06007300186222","060730186222","51","10"
"G06007300186223","060730186223","53","10"
"G06007300187001","060730187001","GQ","GQ"
"G06007300188011","060730188011","8","4"
"G06007300188012","060730188012","8","4"
"G06007300188031","060730188031","28","8"
"G06007300188032","060730188032","5","3"
"G06007300188033","060730188033","17","6"
"G06007300188034","060730188034","6","3"
"G06007300188041","060730188041","4","2"
"G06007300188042","060730188042","6","3"
"G06007300188043","060730188043","6","3"
"G06007300188051","060730188051","7","3"
"G06007300188052","060730188052","23","7"
"G06007300189031","060730189031","18","6"
"G06007300189032","060730189032","19","7"
"G06007300189033","060730189033","22","7"
"G06007300189034","060730189034","22","7"
"G06007300189041","060730189041","21","7"
"G06007300189042","060730189042","26","8"
"G06007300189043","060730189043","24","7"
"G06007300189044","060730189044","20","7"
"G06007300189051","060730189051","27","8"
"G06007300189052","060730189052","23","7"
"G06007300189053","060730189053","16","6"
"G06007300189054","060730189054","17","6"
"G06007300189061","060730189061","15","6"
"G06007300189062","060730189062","16","6"
"G06007300189063","060730189063","13","5"
"G06007300190011","060730190011","9","4"
"G06007300190012","060730190012","10","4"
"G06007300190013","060730190013","9","4"
"G06007300190014","060730190014","9","4"
"G06007300190021","060730190021","10","4"
"G06007300191031","060730191031","10","4"
"G06007300191032","060730191032","9","4"
"G06007300191033","060730191033","11","5"
"G06007300191034","060730191034","10","4"
"G06007300191051","060730191051","9","4"
"G06007300191052","060730191052","10","4"
"G06007300191053","060730191053","9","4"
"G06007300191054","060730191054","10","4"
"G06007300191071","060730191071","23","7"
"G06007300191081","060730191081","29","8"
"G06007300191082","060730191082","20","7"
"G06007300191091","060730191091","14","6"
"G06007300191092","060730191092","19","7"
"G06007300191093","060730191093","16","6"
"G06007300191101","060730191101","8","4"
"G06007300191102","060730191102","8","4"
"G06007300191103","060730191103","11","5"
"G06007300191111","060730191111","8","4"
"G06007300191112","060730191112","10","4"
"G06007300191113","060730191113","11","5"
"G06007300192031","060730192031","9","4"
"G06007300192032","060730192032","11","5"
"G06007300192051","060730192051","17","6"
"G06007300192052","060730192052","18","6"
"G06007300192053","060730192053","33","9"
"G06007300192054","060730192054","84","10"
"G06007300192061","060730192061","17","6"
"G06007300192062","060730192062","15","6"
"G06007300192063","060730192063","15","6"
"G06007300192081","060730192081","9","4"
"G06007300192082","060730192082","7","3"
"G06007300192091","060730192091","7","3"
"G06007300192092","060730192092","7","3"
"G06007300192101","060730192101","21","7"
"G06007300192102","060730192102","21","7"
"G06007300192103","060730192103","21","7"
"G06007300193011","060730193011","7","3"
"G06007300193012","060730193012","9","4"
"G06007300193013","060730193013","12","5"
"G06007300193031","060730193031","9","4"
"G06007300193032","060730193032","10","4"
"G06007300193033","060730193033","15","6"
"G06007300193041","060730193041","12","5"
"G06007300193042","060730193042","15","6"
"G06007300193051","060730193051","11","5"
"G06007300193052","060730193052","31","8"
"G06007300194031","060730194031","16","6"
"G06007300194032","060730194032","16","6"
"G06007300194041","060730194041","20","7"
"G06007300194042","060730194042","22","7"
"G06007300194051","060730194051","13","5"
"G06007300194052","060730194052","21","7"
"G06007300194053","060730194053","20","7"
"G06007300194061","060730194061","18","6"
"G06007300194062","060730194062","20","7"
"G06007300194063","060730194063","19","7"
"G06007300195011","060730195011","27","8"
"G06007300195012","060730195012","24","7"
"G06007300195021","060730195021","25","8"
"G06007300195022","060730195022","23","7"
"G06007300195023","060730195023","24","7"
"G06007300195031","060730195031","82","10"
"G06007300195032","060730195032","13","5"
"G06007300195033","060730195033","26","8"
"G06007300196011","060730196011","9","4"
"G06007300196012","060730196012","9","4"
"G06007300196013","060730196013","26","8"
"G06007300196014","060730196014","10","4"
"G06007300196021","060730196021","10","4"
"G06007300196022","060730196022","10","4"
"G06007300196023","060730196023","12","5"
"G06007300197011","060730197011","15","6"
"G06007300197012","060730197012","22","7"
"G06007300197021","060730197021","11","5"
"G06007300197022","060730197022","25","8"
"G06007300197023","060730197023","13","5"
"G06007300197024","060730197024","11","5"
"G06007300198031","060730198031","18","6"
"G06007300198032","060730198032","8","4"
"G06007300198033","060730198033","12","5"
"G06007300198041","060730198041","6","3"
"G06007300198042","060730198042","6","3"
"G06007300198043","060730198043","6","3"
"G06007300198051","060730198051","31","8"
"G06007300198052","060730198052","23","7"
"G06007300198081","060730198081","8","4"
"G06007300198082","060730198082","9","4"
"G06007300198083","060730198083","11","5"
